ISZ|SIANo|SUNo|SumOfNoPiece|Func|PerGroup
Asinou|TS08|SU1363|8.00|LU|Medieval-Modern
Asinou|TS08|SU1363|1.00|TW|Medieval-Modern
Asinou|TS08|SU1364|1.00|CW|Medieval-Modern
Asinou|TS08|SU1364|4.00|HU|Medieval-Modern
Asinou|TS08|SU1364|5.00|LU|Medieval-Modern
Asinou|TS08|SU1364|2.00|TW|Medieval-Modern
Asinou|TS08|SU1365|2.00|Ar|Medieval-Modern
Asinou|TS08|SU1365|12.00|HU|Medieval-Modern
Asinou|TS08|SU1365|5.00|LU|Medieval-Modern
Asinou|TS08|SU1365|9.00|TW|Medieval-Modern
Asinou|TS08|SU1366|1.00|Ar|Medieval-Modern
Asinou|TS08|SU1366|1.00|CW|Medieval-Modern
Asinou|TS08|SU1366|6.00|HU|Medieval-Modern
Asinou|TS08|SU1366|3.00|LU|Medieval-Modern
Asinou|TS08|SU1366|4.00|TW|Medieval-Modern
Asinou|TS12|SU1367|1.00|HU|Medieval-Modern
Asinou|TS12|SU1368|1.00|LU|Medieval-Modern
Asinou|TS12|SU1369|1.00|CW|Medieval-Modern
Asinou|TS12|SU1369|1.00|HU|Medieval-Modern
Asinou|TS12|SU1369|9.00|LU|Medieval-Modern
Asinou|TS12|SU1370|1.00|HU|Medieval-Modern
Asinou|TS12|SU1370|1.00|LU|Medieval-Modern
Asinou|TS08|SU1371|6.00|HU|Medieval-Modern
Asinou|TS08|SU1371|9.00|LU|Medieval-Modern
Asinou|TS08|SU1371|1.00|TW|Medieval-Modern
Mandres|TS07|SU1379|4.00|TW|Medieval-Modern
Mandres|TS07|SU1379|2.00|U|Medieval-Modern
Mandres|TS07|SU1381|3.00|CW|Medieval-Modern
Mandres|TS07|SU1381|9.00|HU|Medieval-Modern
Mandres|TS07|SU1381|2.00|LU|Medieval-Modern
Mandres|TS07|SU1381|2.00|TW|Medieval-Modern
Mandres|TS07|SU1382|1.00|Ar|Medieval-Modern
Mandres|TS07|SU1382|1.00|CW|Medieval-Modern
Mandres|TS07|SU1382|11.00|HU|Medieval-Modern
Mandres|TS07|SU1382|6.00|LU|Medieval-Modern
Mandres|TS07|SU1383|1.00|CW|Medieval-Modern
Mandres|TS07|SU1383|10.00|HU|Medieval-Modern
Mandres|TS07|SU1383|13.00|LU|Medieval-Modern
Mandres|TS07|SU1383|2.00|TW|Medieval-Modern
Mandres|TS07|SU1384|1.00|Ar|Medieval-Modern
Mandres|TS07|SU1384|1.00|HU|Medieval-Modern
Mandres|TS07|SU1384|3.00|LU|Medieval-Modern
Mandres|TS07|SU1384|1.00|TW|Medieval-Modern
Mandres|TS07|SU1385|1.00|CW|Medieval-Modern
Mandres|TS07|SU1385|1.00|HU|Medieval-Modern
Mandres|TS07|SU1385|2.00|LU|Medieval-Modern
Mandres|TS07|SU1386|3.00|HU|Medieval-Modern
Mandres|TS07|SU1387|2.00|CW|Medieval-Modern
Mandres|TS07|SU1387|2.00|HU|Medieval-Modern
Mandres|TS07|SU1387|1.00|TW|Medieval-Modern
Karkotis|TS11|SU1602|2.00|Ar|Medieval-Modern
Karkotis|TS11|SU1602|1.00|LU|Medieval-Modern
Karkotis|TS11|SU1603|2.00|Ar|Medieval-Modern
Karkotis|TS11|SU1604|1.00|Ar|Medieval-Modern
Karkotis|TS11|SU1605|7.00|Ar|Medieval-Modern
Karkotis|TS11|SU1605|5.00|CW|Medieval-Modern
Karkotis|TS11|SU1605|10.00|HU|Medieval-Modern
Karkotis|TS11|SU1605|13.00|LU|Medieval-Modern
Karkotis|TS11|SU1605|11.00|TW|Medieval-Modern
Xyliatos||SU1609|2.00|TW|Medieval-Modern
Xyliatos||SU1617|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1620|4.00|HU|Medieval-Modern
Xyliatos|TS02|SU1620|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1620|5.00|TW|Medieval-Modern
Xyliatos|TS02|SU1621|1.00|CW|Medieval-Modern
Xyliatos|TS02|SU1621|7.00|LU|Medieval-Modern
Xyliatos|TS02|SU1621|2.00|TW|Medieval-Modern
Xyliatos|TS02|SU1623|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1623|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU1626|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1626|5.00|TW|Medieval-Modern
Xyliatos|TS02|SU1629|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1629|2.00|CW|Medieval-Modern
Xyliatos|TS02|SU1629|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU1629|2.00|TW|Medieval-Modern
Xyliatos|TS02|SU1630|3.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1630|3.00|CW|Medieval-Modern
Xyliatos|TS02|SU1630|6.00|HU|Medieval-Modern
Xyliatos|TS02|SU1631|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1631|4.00|HU|Medieval-Modern
Xyliatos|TS02|SU1632|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU1632|2.00|TW|Medieval-Modern
Xyliatos|TS02|SU1633|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU1634|5.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1634|5.00|CW|Medieval-Modern
Xyliatos|TS02|SU1634|5.00|HU|Medieval-Modern
Xyliatos|TS02|SU1634|6.00|LU|Medieval-Modern
Xyliatos|TS02|SU1634|10.00|TW|Medieval-Modern
Xyliatos|TS02|SU1636|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU1638|1.00|CW|Medieval-Modern
Xyliatos|TS02|SU1638|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU1639|2.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1639|4.00|HU|Medieval-Modern
Xyliatos|TS02|SU1639|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU1639|4.00|TW|Medieval-Modern
Xyliatos|TS02|SU1640|6.00|HU|Medieval-Modern
Xyliatos|TS02|SU1640|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1641|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU1641|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU1642|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1642|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU1644|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU1645|3.00|HU|Medieval-Modern
Xyliatos|TS02|SU1645|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU1645|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1646|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1647|1.00|CW|Medieval-Modern
Xyliatos|TS02|SU1647|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU1647|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU1647|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1648|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1648|3.00|HU|Medieval-Modern
Xyliatos|TS02|SU1648|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU1648|4.00|TW|Medieval-Modern
Xyliatos|TS02|SU1649|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU1649|3.00|LU|Medieval-Modern
Xyliatos|TS02|SU1649|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1650|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1650|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1651|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU1651|5.00|LU|Medieval-Modern
Xyliatos|TS10|SU1652|2.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1652|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1653|1.00|LU|Medieval-Modern
Xyliatos|TS10|SU1654|2.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1654|1.00|CW|Medieval-Modern
Xyliatos|TS10|SU1654|2.00|HU|Medieval-Modern
Xyliatos|TS10|SU1654|1.00|LU|Medieval-Modern
Xyliatos|TS10|SU1654|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1655|3.00|LU|Medieval-Modern
Xyliatos|TS10|SU1655|1.00|U|Medieval-Modern
Xyliatos|TS10|SU1656|4.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1656|3.00|HU|Medieval-Modern
Xyliatos|TS10|SU1656|3.00|LU|Medieval-Modern
Xyliatos|TS10|SU1656|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1657|3.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1657|2.00|TW|Medieval-Modern
Xyliatos|TS10|SU1658|6.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1658|1.00|CW|Medieval-Modern
Xyliatos|TS10|SU1658|2.00|HU|Medieval-Modern
Xyliatos|TS10|SU1659|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1660|1.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1660|1.00|LU|Medieval-Modern
Xyliatos|TS10|SU1661|1.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1661|2.00|HU|Medieval-Modern
Xyliatos|TS10|SU1661|2.00|TW|Medieval-Modern
Xyliatos|TS10|SU1662|2.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1663|1.00|HU|Medieval-Modern
Xyliatos|TS10|SU1663|1.00|LU|Medieval-Modern
Xyliatos|TS10|SU1664|1.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1664|2.00|LU|Medieval-Modern
Xyliatos|TS10|SU1664|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1666|5.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1666|1.00|LU|Medieval-Modern
Xyliatos||SU1667|1.00|Ar|Medieval-Modern
Xyliatos||SU1667|3.00|HU|Medieval-Modern
Xyliatos||SU1668|1.00|LU|Medieval-Modern
Xyliatos||SU1669|3.00|Ar|Medieval-Modern
Xyliatos||SU1669|1.00|CW|Medieval-Modern
Xyliatos||SU1671|1.00|Ar|Medieval-Modern
Xyliatos||SU1673|1.00|CW|Medieval-Modern
Xyliatos||SU1673|2.00|HU|Medieval-Modern
Xyliatos|TS10|SU1677|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1679|2.00|TW|Medieval-Modern
Xyliatos|TS10|SU1684|4.00|CW|Medieval-Modern
Xyliatos|TS10|SU1684|18.00|HU|Medieval-Modern
Xyliatos|TS10|SU1684|5.00|LU|Medieval-Modern
Xyliatos|TS10|SU1685|4.00|HU|Medieval-Modern
Xyliatos|TS10|SU1685|2.00|LU|Medieval-Modern
Xyliatos|TS10|SU1686|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1687|1.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1687|2.00|HU|Medieval-Modern
Xyliatos|TS10|SU1687|2.00|LU|Medieval-Modern
Xyliatos|TS10|SU1688|2.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1688|4.00|CW|Medieval-Modern
Xyliatos|TS10|SU1688|2.00|HU|Medieval-Modern
Xyliatos|TS10|SU1688|2.00|LU|Medieval-Modern
Xyliatos|TS10|SU1688|1.00|TW|Medieval-Modern
Xyliatos|TS10|SU1689|1.00|Ar|Medieval-Modern
Xyliatos|TS10|SU1689|1.00|CW|Medieval-Modern
Xyliatos|TS10|SU1689|3.00|HU|Medieval-Modern
Xyliatos|TS10|SU1689|2.00|LU|Medieval-Modern
Xyliatos|TS10|SU1689|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1697|3.00|Ar|Medieval-Modern
Xyliatos|TS02|SU1697|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1697|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1699|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU1699|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1700|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU1700|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1700|2.00|TW|Medieval-Modern
Xyliatos|TS02|SU1701|1.00|CW|Medieval-Modern
Xyliatos|TS02|SU1701|3.00|HU|Medieval-Modern
Xyliatos|TS02|SU1702|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1702|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1703|3.00|HU|Medieval-Modern
Xyliatos|TS02|SU1704|3.00|HU|Medieval-Modern
Xyliatos|TS02|SU1704|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1704|2.00|TW|Medieval-Modern
Xyliatos|TS02|SU1705|2.00|CW|Medieval-Modern
Xyliatos|TS02|SU1705|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU1705|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1706|1.00|CW|Medieval-Modern
Xyliatos|TS02|SU1706|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU1706|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1708|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU1710|8.00|HU|Medieval-Modern
Xyliatos|TS02|SU1710|10.00|TW|Medieval-Modern
Extensive||SU1908|2.00|Ar|Medieval-Modern
Extensive||SU1908|1.00|LU|Medieval-Modern
Extensive||SU1908|2.00|TW|Medieval-Modern
Extensive||SU1909|3.00|LU|Medieval-Modern
Extensive||SU1909|1.00|TW|Medieval-Modern
Extensive||SU1910|1.00|LU|Medieval-Modern
Extensive||SU1911|2.00|HU|Medieval-Modern
Extensive||SU1911|7.00|LU|Medieval-Modern
Extensive||SU1911|1.00|TW|Medieval-Modern
Atsas||SU1914|2.00|HU|Medieval-Modern
Atsas||SU1915|1.00|HU|Medieval-Modern
Atsas||SU1915|3.00|LU|Medieval-Modern
Atsas||SU1915|3.00|TW|Medieval-Modern
Atsas||SU1916|3.00|LU|Medieval-Modern
Atsas||SU1916|1.00|TW|Medieval-Modern
Atsas||SU1917|1.00|TW|Medieval-Modern
Atsas||SU1918|2.00|Ar|Medieval-Modern
Atsas||SU1918|1.00|CW|Medieval-Modern
Atsas||SU1918|2.00|TW|Medieval-Modern
Atsas||SU1919|1.00|HU|Medieval-Modern
Atsas||SU1919|4.00|LU|Medieval-Modern
Atsas||SU1920|2.00|HU|Medieval-Modern
Atsas||SU1920|2.00|LU|Medieval-Modern
Atsas||SU1920|1.00|TW|Medieval-Modern
Karkotis|TS04|SU2001|10.00|HU|Medieval-Modern
Karkotis|TS04|SU2001|9.00|LU|Medieval-Modern
Karkotis|TS04|SU2001|2.00|TW|Medieval-Modern
Karkotis|TS04|SU2002|4.00|Ar|Medieval-Modern
Karkotis|TS04|SU2002|2.00|CW|Medieval-Modern
Karkotis|TS04|SU2002|15.00|HU|Medieval-Modern
Karkotis|TS04|SU2002|10.00|LU|Medieval-Modern
Karkotis|TS04|SU2002|12.00|TW|Medieval-Modern
Karkotis|TS04|SU2003|2.00|Ar|Medieval-Modern
Karkotis|TS04|SU2003|3.00|CW|Medieval-Modern
Karkotis|TS04|SU2003|7.00|HU|Medieval-Modern
Karkotis|TS04|SU2003|17.00|LU|Medieval-Modern
Karkotis|TS04|SU2003|5.00|TW|Medieval-Modern
Karkotis|TS04|SU2004|3.00|Ar|Medieval-Modern
Karkotis|TS04|SU2004|5.00|CW|Medieval-Modern
Karkotis|TS04|SU2004|15.00|HU|Medieval-Modern
Karkotis|TS04|SU2004|15.00|LU|Medieval-Modern
Karkotis|TS04|SU2004|9.00|TW|Medieval-Modern
Karkotis|TS04|SU2005|3.00|HU|Medieval-Modern
Karkotis|TS04|SU2005|7.00|LU|Medieval-Modern
Karkotis|TS04|SU2005|4.00|TW|Medieval-Modern
Karkotis|TS04|SU2007|1.00|Ar|Medieval-Modern
Karkotis|TS04|SU2007|16.00|HU|Medieval-Modern
Karkotis|TS04|SU2007|18.00|LU|Medieval-Modern
Karkotis|TS04|SU2007|2.00|TW|Medieval-Modern
Karkotis|TS04|SU2007|2.00|U|Medieval-Modern
Karkotis|TS04|SU2008|3.00|Ar|Medieval-Modern
Karkotis|TS04|SU2008|3.00|CW|Medieval-Modern
Karkotis|TS04|SU2008|25.00|HU|Medieval-Modern
Karkotis|TS04|SU2008|36.00|LU|Medieval-Modern
Karkotis|TS04|SU2008|23.00|TW|Medieval-Modern
Karkotis|TS04|SU2008|13.00|U|Medieval-Modern
Karkotis|TS04|SU2009|2.00|Ar|Medieval-Modern
Karkotis|TS04|SU2009|23.00|CW|Medieval-Modern
Karkotis|TS04|SU2009|21.00|HU|Medieval-Modern
Karkotis|TS04|SU2009|39.00|LU|Medieval-Modern
Karkotis|TS04|SU2009|17.00|TW|Medieval-Modern
Karkotis|TS04|SU2009|1.00|U|Medieval-Modern
Karkotis|TS04|SU2010|3.00|Ar|Medieval-Modern
Karkotis|TS04|SU2010|12.00|CW|Medieval-Modern
Karkotis|TS04|SU2010|16.00|HU|Medieval-Modern
Karkotis|TS04|SU2010|38.00|LU|Medieval-Modern
Karkotis|TS04|SU2010|23.00|TW|Medieval-Modern
Karkotis|TS04|SU2010|16.00|U|Medieval-Modern
Karkotis|TS04|SU2011|3.00|Ar|Medieval-Modern
Karkotis|TS04|SU2011|11.00|CW|Medieval-Modern
Karkotis|TS04|SU2011|9.00|HU|Medieval-Modern
Karkotis|TS04|SU2011|30.00|LU|Medieval-Modern
Karkotis|TS04|SU2011|11.00|TW|Medieval-Modern
Karkotis|TS04|SU2011|5.00|U|Medieval-Modern
Karkotis|TS04|SU2013|4.00|CW|Medieval-Modern
Karkotis|TS04|SU2013|5.00|HU|Medieval-Modern
Karkotis|TS04|SU2013|8.00|LU|Medieval-Modern
Karkotis|TS04|SU2013|11.00|TW|Medieval-Modern
Karkotis|TS04|SU2014|1.00|Ar|Medieval-Modern
Karkotis|TS04|SU2014|3.00|CW|Medieval-Modern
Karkotis|TS04|SU2014|12.00|HU|Medieval-Modern
Karkotis|TS04|SU2014|19.00|LU|Medieval-Modern
Karkotis|TS04|SU2014|11.00|TW|Medieval-Modern
Karkotis|TS04|SU2014|2.00|U|Medieval-Modern
Karkotis|TS04|SU2015|1.00|Ar|Medieval-Modern
Karkotis|TS04|SU2015|1.00|CW|Medieval-Modern
Karkotis|TS04|SU2015|2.00|HU|Medieval-Modern
Karkotis|TS04|SU2015|8.00|LU|Medieval-Modern
Karkotis|TS04|SU2015|4.00|TW|Medieval-Modern
Karkotis|TS04|SU2016|1.00|Ar|Medieval-Modern
Karkotis|TS04|SU2016|1.00|CW|Medieval-Modern
Karkotis|TS04|SU2016|21.00|HU|Medieval-Modern
Karkotis|TS04|SU2016|29.00|LU|Medieval-Modern
Karkotis|TS04|SU2016|47.00|TW|Medieval-Modern
Karkotis|TS04|SU2016|2.00|U|Medieval-Modern
Karkotis|TS04|SU2017|1.00|Ar|Medieval-Modern
Karkotis|TS04|SU2017|3.00|HU|Medieval-Modern
Karkotis|TS04|SU2017|26.00|LU|Medieval-Modern
Karkotis|TS04|SU2017|27.00|TW|Medieval-Modern
Karkotis|TS04|SU2017|1.00|U|Medieval-Modern
Karkotis|TS04|SU2018|1.00|Ar|Medieval-Modern
Karkotis|TS04|SU2018|7.00|CW|Medieval-Modern
Karkotis|TS04|SU2018|9.00|HU|Medieval-Modern
Karkotis|TS04|SU2018|37.00|LU|Medieval-Modern
Karkotis|TS04|SU2018|15.00|TW|Medieval-Modern
Karkotis|TS04|SU2019|5.00|CW|Medieval-Modern
Karkotis|TS04|SU2019|4.00|HU|Medieval-Modern
Karkotis|TS04|SU2019|30.00|LU|Medieval-Modern
Karkotis|TS04|SU2019|9.00|TW|Medieval-Modern
Karkotis|TS04|SU2019|3.00|U|Medieval-Modern
Karkotis|TS04|SU2020|3.00|CW|Medieval-Modern
Karkotis|TS04|SU2020|17.00|LU|Medieval-Modern
Karkotis|TS04|SU2020|16.00|TW|Medieval-Modern
Karkotis|TS04|SU2020|6.00|U|Medieval-Modern
Karkotis|TS04|SU2021|2.00|Ar|Medieval-Modern
Karkotis|TS04|SU2021|6.00|CW|Medieval-Modern
Karkotis|TS04|SU2021|2.00|HU|Medieval-Modern
Karkotis|TS04|SU2021|20.00|LU|Medieval-Modern
Karkotis|TS04|SU2021|6.00|TW|Medieval-Modern
Karkotis|TS04|SU2021|1.00|U|Medieval-Modern
Karkotis|TS04|SU2022|9.00|CW|Medieval-Modern
Karkotis|TS04|SU2022|2.00|HU|Medieval-Modern
Karkotis|TS04|SU2022|13.00|LU|Medieval-Modern
Karkotis|TS04|SU2022|13.00|TW|Medieval-Modern
Karkotis|TS04|SU2022|7.00|U|Medieval-Modern
Karkotis|TS07|SU2024|7.00|LU|Medieval-Modern
Karkotis|TS07|SU2024|2.00|TW|Medieval-Modern
Karkotis|TS07|SU2024|1.00|U|Medieval-Modern
Karkotis||SU2025|3.00|LU|Medieval-Modern
Karkotis|TS04|SU2026|1.00|LU|Medieval-Modern
Karkotis|TS04|SU2026|1.00|TW|Medieval-Modern
Karkotis|TS04|SU2026|1.00|U|Medieval-Modern
Karkotis||SU2027|3.00|HU|Medieval-Modern
Karkotis||SU2027|9.00|LU|Medieval-Modern
Karkotis||SU2027|5.00|TW|Medieval-Modern
Karkotis||SU2028|1.00|HU|Medieval-Modern
Karkotis||SU2028|4.00|TW|Medieval-Modern
Karkotis||SU2029|2.00|CW|Medieval-Modern
Karkotis||SU2029|2.00|HU|Medieval-Modern
Karkotis||SU2029|3.00|TW|Medieval-Modern
Karkotis||SU2030|2.00|HU|Medieval-Modern
Karkotis||SU2030|5.00|TW|Medieval-Modern
Karkotis||SU2030|1.00|U|Medieval-Modern
Karkotis||SU2031|1.00|Ar|Medieval-Modern
Karkotis||SU2031|3.00|HU|Medieval-Modern
Karkotis||SU2032|2.00|Ar|Medieval-Modern
Karkotis||SU2032|2.00|HU|Medieval-Modern
Karkotis||SU2032|1.00|TW|Medieval-Modern
Karkotis||SU2033|1.00|CW|Medieval-Modern
Karkotis||SU2033|9.00|HU|Medieval-Modern
Karkotis||SU2033|8.00|LU|Medieval-Modern
Karkotis||SU2033|7.00|TW|Medieval-Modern
Karkotis||SU2034|1.00|CW|Medieval-Modern
Karkotis||SU2034|5.00|HU|Medieval-Modern
Karkotis||SU2034|3.00|LU|Medieval-Modern
Karkotis||SU2034|7.00|TW|Medieval-Modern
Karkotis||SU2035|1.00|Ar|Medieval-Modern
Karkotis||SU2036|2.00|U|Medieval-Modern
Karkotis||SU2042|2.00|HU|Medieval-Modern
Karkotis||SU2042|2.00|LU|Medieval-Modern
Karkotis||SU2042|4.00|TW|Medieval-Modern
Karkotis||SU2046|1.00|Ar|Medieval-Modern
Karkotis||SU2046|1.00|TW|Medieval-Modern
Karkotis||SU2047|1.00|Ar|Medieval-Modern
Karkotis||SU2047|1.00|HU|Medieval-Modern
Karkotis||SU2049|1.00|Ar|Medieval-Modern
Karkotis||SU2049|2.00|LU|Medieval-Modern
Karkotis||SU2050|1.00|HU|Medieval-Modern
Karkotis||SU2051|1.00|HU|Medieval-Modern
Karkotis||SU2051|1.00|LU|Medieval-Modern
Karkotis||SU2052|2.00|Ar|Medieval-Modern
Karkotis||SU2052|1.00|U|Medieval-Modern
Karkotis||SU2053|1.00|LU|Medieval-Modern
Karkotis||SU2053|2.00|TW|Medieval-Modern
Karkotis||SU2054|1.00|Ar|Medieval-Modern
Karkotis||SU2054|1.00|LU|Medieval-Modern
Karkotis||SU2054|2.00|TW|Medieval-Modern
Karkotis||SU2054|1.00|U|Medieval-Modern
Karkotis||SU2055|1.00|Ar|Medieval-Modern
Karkotis||SU2055|1.00|HU|Medieval-Modern
Karkotis||SU2055|1.00|TW|Medieval-Modern
Karkotis||SU2055|1.00|U|Medieval-Modern
Karkotis||SU2056|1.00|Ar|Medieval-Modern
Karkotis||SU2056|4.00|LU|Medieval-Modern
Karkotis||SU2056|11.00|TW|Medieval-Modern
Karkotis||SU2056|4.00|U|Medieval-Modern
Karkotis||SU2057|1.00|HU|Medieval-Modern
Karkotis||SU2057|2.00|TW|Medieval-Modern
Karkotis||SU2058|1.00|HU|Medieval-Modern
Karkotis||SU2058|3.00|LU|Medieval-Modern
Karkotis||SU2058|10.00|TW|Medieval-Modern
Karkotis||SU2058|1.00|U|Medieval-Modern
Karkotis||SU2059|1.00|Ar|Medieval-Modern
Karkotis||SU2059|2.00|U|Medieval-Modern
Karkotis||SU2060|6.00|HU|Medieval-Modern
Karkotis||SU2060|2.00|LU|Medieval-Modern
Karkotis||SU2060|1.00|TW|Medieval-Modern
Karkotis||SU2061|3.00|HU|Medieval-Modern
Karkotis||SU2061|2.00|LU|Medieval-Modern
Karkotis||SU2061|6.00|TW|Medieval-Modern
Karkotis||SU2062|2.00|HU|Medieval-Modern
Karkotis||SU2062|3.00|TW|Medieval-Modern
Karkotis||SU2062|1.00|U|Medieval-Modern
Karkotis||SU2063|3.00|HU|Medieval-Modern
Karkotis||SU2063|2.00|LU|Medieval-Modern
Karkotis||SU2063|4.00|TW|Medieval-Modern
Karkotis||SU2063|2.00|U|Medieval-Modern
Karkotis||SU2064|2.00|Ar|Medieval-Modern
Karkotis||SU2064|1.00|CW|Medieval-Modern
Karkotis||SU2064|3.00|HU|Medieval-Modern
Karkotis||SU2064|3.00|LU|Medieval-Modern
Karkotis||SU2064|7.00|TW|Medieval-Modern
Karkotis||SU2064|2.00|U|Medieval-Modern
Karkotis||SU2065|2.00|HU|Medieval-Modern
Karkotis||SU2065|3.00|LU|Medieval-Modern
Karkotis||SU2065|5.00|TW|Medieval-Modern
Karkotis||SU2065|3.00|U|Medieval-Modern
Karkotis||SU2066|2.00|Ar|Medieval-Modern
Karkotis||SU2066|1.00|CW|Medieval-Modern
Karkotis||SU2066|1.00|LU|Medieval-Modern
Karkotis||SU2066|1.00|TW|Medieval-Modern
Karkotis||SU2067|1.00|CW|Medieval-Modern
Karkotis||SU2067|2.00|HU|Medieval-Modern
Karkotis||SU2067|1.00|LU|Medieval-Modern
Karkotis||SU2067|2.00|TW|Medieval-Modern
Karkotis||SU2068|1.00|HU|Medieval-Modern
Karkotis||SU2068|1.00|TW|Medieval-Modern
Karkotis||SU2071|2.00|Ar|Medieval-Modern
Karkotis||SU2071|4.00|HU|Medieval-Modern
Karkotis||SU2071|9.00|TW|Medieval-Modern
Karkotis||SU2072|1.00|HU|Medieval-Modern
Karkotis||SU2074|1.00|Ar|Medieval-Modern
Karkotis||SU2074|1.00|TW|Medieval-Modern
Karkotis||SU2076|2.00|Ar|Medieval-Modern
Karkotis||SU2076|1.00|CW|Medieval-Modern
Karkotis|TS06|SU2078|1.00|Ar|Medieval-Modern
Karkotis|TS06|SU2078|1.00|CW|Medieval-Modern
Karkotis|TS06|SU2078|5.00|LU|Medieval-Modern
Karkotis|TS06|SU2079|3.00|Ar|Medieval-Modern
Karkotis|TS06|SU2079|3.00|HU|Medieval-Modern
Karkotis|TS06|SU2079|2.00|LU|Medieval-Modern
Karkotis|TS06|SU2079|3.00|TW|Medieval-Modern
Karkotis|TS06|SU2079|1.00|U|Medieval-Modern
Karkotis|TS06|SU2080|2.00|HU|Medieval-Modern
Karkotis|TS06|SU2080|2.00|LU|Medieval-Modern
Karkotis|TS06|SU2081|3.00|Ar|Medieval-Modern
Karkotis|TS06|SU2081|1.00|TW|Medieval-Modern
Karkotis|TS06|SU2081|1.00|U|Medieval-Modern
Karkotis|TS06|SU2082|3.00|LU|Medieval-Modern
Karkotis|TS06|SU2082|1.00|TW|Medieval-Modern
Karkotis|TS06|SU2084|5.00|LU|Medieval-Modern
Karkotis|TS06|SU2085|1.00|LU|Medieval-Modern
Atsas||SU2090|2.00|LU|Medieval-Modern
Karkotis|TS15|SU2125|1.00|TW|Medieval-Modern
Karkotis|TS15|SU2128|1.00|CW|Medieval-Modern
Karkotis|TS15|SU2128|2.00|LU|Medieval-Modern
